date,district,rainfall_mm,river_level_m,temperature_c,humidity_pct,elevation_m,ndvi,soil_moisture,days_since_last_flood,flood_occurred,flood_severity,rainfall_7day_cumsum,rainfall_30day_cumsum,api,river_rise_rate,rainfall_river_interaction,is_monsoon,month_sin,month_cos,rainfall_intensity,flood_risk_index,seasonal_risk
2019-02-09,Barpeta,4.0,5.0,17.5,65.1,35.1,0.417,0.35,10,0,0,7.800000000000001,35.3,1.4007121822055064,-0.3099999999999996,39.0,0,0.8660254037844386,0.5000000000000001,0.21621621621621623,39.0,0.0
2019-02-10,Barpeta,0.9,5.03,15.5,55.0,35.4,0.435,0.358,11,0,0,8.5,36.2,1.27553413665413,0.03000000000000025,42.755,0,0.8660254037844386,0.5000000000000001,0.05454545454545455,42.755,0.0
2019-02-11,Barpeta,10.7,5.63,14.1,63.2,34.3,0.37,0.271,0,1,1,19.2,46.9,3.6316506024905975,0.5999999999999996,108.09599999999999,0,0.8660254037844386,0.5000000000000001,0.7086092715231788,108.09599999999999,0.0
2019-02-12,Barpeta,0.0,4.92,11.3,47.0,35.0,0.379,0.078,1,0,0,15.7,39.5,2.723737951867948,-0.71,77.244,0,0.8660254037844386,0.5000000000000001,0.0,77.244,0.0
2019-02-13,Barpeta,0.0,5.15,14.7,57.5,35.4,0.473,0.415,2,0,0,15.7,39.5,2.042803463900961,0.23000000000000043,80.855,0,0.8660254037844386,0.5000000000000001,0.0,80.855,0.0
2019-02-14,Barpeta,0.7,5.36,13.9,33.5,34.4,0.58,0.238,3,0,0,16.3,40.2,1.7071025979257206,0.20999999999999996,87.36800000000001,0,0.8660254037844386,0.5000000000000001,0.046979865771812075,87.36800000000001,0.0
2019-02-15,Barpeta,0.0,5.29,20.9,58.4,34.8,0.398,0.314,4,0,0,16.3,34.9,1.2803269484442905,-0.07000000000000028,86.227,0,0.8660254037844386,0.5000000000000001,0.0,86.227,0.0
2019-02-16,Barpeta,0.0,4.95,18.5,59.2,34.5,0.504,0.367,5,0,0,12.299999999999999,34.9,0.9602452113332178,-0.33999999999999986,60.885,0,0.8660254037844386,0.5000000000000001,0.0,60.885,0.0
2019-02-17,Barpeta,0.0,5.38,13.5,46.9,34.9,0.462,0.312,6,0,0,11.399999999999999,34.9,0.7201839084999133,0.4299999999999997,61.331999999999994,0,0.8660254037844386,0.5000000000000001,0.0,61.331999999999994,0.0
2019-02-18,Barpeta,7.1,5.33,14.9,61.8,35.1,0.35,0.378,7,0,0,7.8,35.9,2.315137931374935,-0.04999999999999982,41.574,0,0.8660254037844386,0.5000000000000001,0.4465408805031446,41.574,0.0
2019-02-19,Barpeta,0.2,5.22,16.4,52.5,34.4,0.547,0.379,8,0,0,8.0,36.099999999999994,1.7863534485312014,-0.11000000000000032,41.76,0,0.8660254037844386,0.5000000000000001,0.01149425287356322,41.76,0.0
2019-02-20,Barpeta,0.0,5.19,17.1,55.8,35.0,0.348,0.233,0,1,3,8.0,36.099999999999994,1.339765086398401,-0.02999999999999936,41.52,0,0.8660254037844386,0.5000000000000001,0.0,41.52,0.0
2019-02-21,Barpeta,1.1,5.51,14.2,74.9,35.7,0.351,0.453,1,0,0,8.4,37.0,1.2798238147988008,0.3199999999999994,46.284,0,0.8660254037844386,0.5000000000000001,0.07236842105263158,46.284,0.0
2019-02-22,Barpeta,0.0,4.78,20.0,47.7,35.2,0.432,0.271,2,0,0,8.4,31.900000000000002,0.9598678610991006,-0.7299999999999995,40.152,0,0.8660254037844386,0.5000000000000001,0.0,40.152,0.0
2019-02-23,Barpeta,1.4,5.1,19.2,68.4,35.5,0.544,0.319,3,0,0,9.799999999999999,33.3,1.0699008958243255,0.3199999999999994,49.97999999999999,0,0.8660254037844386,0.5000000000000001,0.0693069306930693,49.97999999999999,0.0
2019-02-24,Barpeta,0.0,5.65,17.9,45.3,35.3,0.502,0.352,4,0,0,9.799999999999999,33.3,0.8024256718682441,0.5500000000000007,55.37,0,0.8660254037844386,0.5000000000000001,0.0,55.37,0.0
2019-02-25,Barpeta,0.0,4.89,20.4,56.3,34.5,0.613,0.284,5,0,0,2.7,33.3,0.6018192539011831,-0.7600000000000007,13.203,0,0.8660254037844386,0.5000000000000001,0.0,13.203,0.0
2019-02-26,Barpeta,0.0,4.81,17.2,32.3,35.7,0.453,0.225,6,0,0,2.5,33.3,0.4513644404258873,-0.08000000000000007,12.024999999999999,0,0.8660254037844386,0.5000000000000001,0.0,12.024999999999999,0.0
2019-02-27,Barpeta,0.0,4.82,15.9,62.6,35.2,0.355,0.438,7,0,0,2.5,33.3,0.3385233303194155,0.010000000000000675,12.05,0,0.8660254037844386,0.5000000000000001,0.0,12.05,0.0
2019-02-28,Barpeta,0.0,4.61,24.5,53.1,34.9,0.265,0.261,8,0,0,1.4,33.3,0.25389249773956163,-0.20999999999999996,6.454,0,0.8660254037844386,0.5000000000000001,0.0,6.454,0.0
2019-03-01,Barpeta,0.0,5.29,26.2,51.6,35.1,0.465,0.284,9,0,0,1.4,33.3,0.19041937330467124,0.6799999999999997,7.406,0,1.0,6.123233995736766e-17,0.0,7.406,0.0
2019-03-02,Barpeta,0.0,4.89,30.2,44.8,35.9,0.376,0.342,0,1,1,0.0,33.3,0.1428145299785034,-0.40000000000000036,0.0,0,1.0,6.123233995736766e-17,0.0,0.0,0.0
2019-03-03,Barpeta,1.2,4.91,25.5,29.3,34.7,0.573,0.224,1,0,0,1.2,31.099999999999998,0.4071108974838775,0.020000000000000462,5.892,0,1.0,6.123233995736766e-17,0.045283018867924525,5.892,0.0
2019-03-04,Barpeta,1.5,4.61,29.2,73.6,35.0,0.372,0.296,2,0,0,2.7,32.6,0.6803331731129081,-0.2999999999999998,12.447000000000001,0,1.0,6.123233995736766e-17,0.049668874172185434,12.447000000000001,0.0
2019-03-05,Barpeta,0.5,4.86,24.5,37.2,35.2,0.404,0.28,3,0,0,3.2,32.9,0.6352498798346811,0.25,15.552000000000001,0,1.0,6.123233995736766e-17,0.0196078431372549,15.552000000000001,0.0
2019-03-06,Barpeta,0.0,5.11,25.7,45.2,34.1,0.49,0.286,4,0,0,3.2,32.9,0.4764374098760108,0.25,16.352,0,1.0,6.123233995736766e-17,0.0,16.352,0.0
2019-03-07,Barpeta,0.0,5.47,26.6,49.5,34.7,0.428,0.314,5,0,0,3.2,29.4,0.3573280574070081,0.35999999999999943,17.504,0,1.0,6.123233995736766e-17,0.0,17.504,0.0
2019-03-08,Barpeta,0.0,5.05,27.7,56.8,35.4,0.221,0.36,6,0,0,3.2,29.4,0.2679960430552561,-0.41999999999999993,16.16,0,1.0,6.123233995736766e-17,0.0,16.16,0.0
2019-03-09,Barpeta,0.0,5.24,23.6,58.3,34.9,0.436,0.167,7,0,0,3.2,29.299999999999997,0.20099703229144206,0.1900000000000004,16.768,0,1.0,6.123233995736766e-17,0.0,16.768,0.0
2019-03-10,Barpeta,0.0,4.94,27.4,56.5,34.5,0.356,0.25,8,0,0,1.9999999999999998,29.299999999999997,0.15074777421858154,-0.2999999999999998,9.879999999999999,0,1.0,6.123233995736766e-17,0.0,9.879999999999999,0.0
2019-03-11,Barpeta,0.0,5.03,28.5,48.5,34.4,0.34,0.256,9,0,0,0.5,25.299999999999997,0.11306083066393616,0.08999999999999986,2.515,0,1.0,6.123233995736766e-17,0.0,2.515,0.0
2019-03-12,Barpeta,0.0,4.77,26.4,60.2,35.8,0.385,0.268,10,0,0,0.0,24.4,0.08479562299795212,-0.2600000000000007,0.0,0,1.0,6.123233995736766e-17,0.0,0.0,0.0
2019-03-13,Barpeta,2.6,4.98,31.4,59.2,35.1,0.446,0.264,11,0,0,2.6,16.3,0.7135967172484641,0.21000000000000085,12.948000000000002,0,1.0,6.123233995736766e-17,0.08024691358024692,12.948000000000002,0.0
2019-03-14,Barpeta,0.0,5.16,34.3,62.1,35.3,0.474,0.201,12,0,0,2.6,16.3,0.5351975379363481,0.17999999999999972,13.416,0,1.0,6.123233995736766e-17,0.0,13.416,0.0
2019-03-15,Barpeta,0.6,5.21,23.4,49.1,34.3,0.362,0.489,13,0,0,3.2,16.9,0.5513981534522611,0.04999999999999982,16.672,0,1.0,6.123233995736766e-17,0.02459016393442623,16.672,0.0
2019-03-16,Barpeta,2.3,4.49,27.9,59.2,34.6,0.493,0.285,14,0,0,5.5,18.5,0.9885486150891958,-0.7199999999999998,24.695,0,1.0,6.123233995736766e-17,0.07958477508650519,24.695,0.0
2019-03-17,Barpeta,0.0,4.88,25.2,55.5,34.7,0.522,0.393,15,0,0,5.5,18.5,0.7414114613168968,0.3899999999999997,26.84,0,1.0,6.123233995736766e-17,0.0,26.84,0.0
2019-03-18,Barpeta,0.0,4.94,24.6,52.0,35.0,0.436,0.263,16,0,0,5.5,18.5,0.5560585959876726,0.0600000000000005,27.17,0,1.0,6.123233995736766e-17,0.0,27.17,0.0
2019-03-19,Barpeta,3.7,4.98,27.6,52.7,34.4,0.466,0.351,17,0,0,9.2,22.2,1.3420439469907546,0.040000000000000036,45.816,0,1.0,6.123233995736766e-17,0.12937062937062938,45.816,0.0
2019-03-20,Barpeta,0.0,5.22,31.9,69.1,35.3,0.406,0.324,18,0,0,6.6000000000000005,15.1,1.006532960243066,0.23999999999999932,34.452,0,1.0,6.123233995736766e-17,0.0,34.452,0.0
2019-03-21,Barpeta,1.7,5.19,28.0,56.3,34.9,0.4,0.352,19,0,0,8.299999999999999,16.6,1.1798997201822994,-0.02999999999999936,43.077,0,1.0,6.123233995736766e-17,0.05862068965517241,43.077,0.0
2019-03-22,Barpeta,0.0,4.73,28.0,64.4,35.2,0.491,0.296,20,0,0,7.7,16.6,0.8849247901367245,-0.45999999999999996,36.42100000000001,0,1.0,6.123233995736766e-17,0.0,36.42100000000001,0.0
2019-03-23,Barpeta,0.0,5.34,27.8,46.1,35.2,0.395,0.401,21,0,0,5.4,15.5,0.6636935926025433,0.6099999999999994,28.836000000000002,0,1.0,6.123233995736766e-17,0.0,28.836000000000002,0.0
2019-03-24,Barpeta,0.0,4.73,25.2,67.3,35.4,0.173,0.353,22,0,0,5.4,15.5,0.4977701944519075,-0.6099999999999994,25.542000000000005,0,1.0,6.123233995736766e-17,0.0,25.542000000000005,0.0
2019-03-25,Barpeta,0.0,4.3,27.6,50.3,34.5,0.524,0.345,23,0,0,5.4,14.1,0.37332764583893063,-0.4300000000000006,23.22,0,1.0,6.123233995736766e-17,0.0,23.22,0.0
2019-03-26,Barpeta,0.0,4.72,26.7,52.0,35.1,0.465,0.332,24,0,0,1.7,14.1,0.279995734379198,0.41999999999999993,8.024,0,1.0,6.123233995736766e-17,0.0,8.024,0.0
2019-03-27,Barpeta,0.0,5.18,29.1,32.6,35.1,0.396,0.355,25,0,0,1.7,14.1,0.2099968007843985,0.45999999999999996,8.806,0,1.0,6.123233995736766e-17,0.0,8.806,0.0
2019-03-28,Barpeta,3.2,4.75,23.3,84.2,34.4,0.499,0.281,26,0,0,3.2,17.3,0.9574976005882989,-0.4299999999999997,15.200000000000001,0,1.0,6.123233995736766e-17,0.13168724279835392,15.200000000000001,0.0
2019-03-29,Barpeta,4.1,5.27,23.0,48.7,35.6,0.389,0.375,27,0,0,7.3,21.4,1.743123200441224,0.5199999999999996,38.471,0,1.0,6.123233995736766e-17,0.1708333333333333,38.471,0.0
2019-03-30,Barpeta,0.0,5.68,26.6,36.1,34.2,0.218,0.339,0,1,2,7.3,21.4,1.307342400330918,0.41000000000000014,41.464,0,1.0,6.123233995736766e-17,0.0,41.464,0.0
2019-03-31,Barpeta,0.0,4.96,25.8,45.0,35.4,0.378,0.362,1,0,0,7.3,21.4,0.9805068002481885,-0.7199999999999998,36.208,0,1.0,6.123233995736766e-17,0.0,36.208,0.0
2019-04-01,Barpeta,0.0,5.26,29.7,35.6,35.1,0.312,0.358,2,0,0,7.3,21.4,0.7353801001861413,0.2999999999999998,38.397999999999996,0,0.8660254037844387,-0.4999999999999998,0.0,38.397999999999996,0.0
2019-04-02,Barpeta,0.0,5.45,24.0,46.7,34.6,0.256,0.292,3,0,0,7.3,20.2,0.551535075139606,0.1900000000000004,39.785000000000004,0,0.8660254037844387,-0.4999999999999998,0.0,39.785000000000004,0.0
2019-04-03,Barpeta,0.0,4.89,25.3,33.5,35.1,0.313,0.33,0,1,2,7.3,18.7,0.4136513063547045,-0.5600000000000005,35.696999999999996,0,0.8660254037844387,-0.4999999999999998,0.0,35.696999999999996,0.0
2019-04-04,Barpeta,5.7,5.53,20.3,54.6,34.7,0.379,0.248,1,0,0,9.8,23.9,1.7352384797660285,0.6400000000000006,54.19400000000001,0,0.8660254037844387,-0.4999999999999998,0.2676056338028169,54.19400000000001,0.0
2019-04-05,Barpeta,0.0,4.91,26.0,76.4,35.0,0.396,0.316,2,0,0,5.7,23.9,1.3014288598245214,-0.6200000000000001,27.987000000000002,0,0.8660254037844387,-0.4999999999999998,0.0,27.987000000000002,0.0
2019-04-06,Barpeta,0.0,5.03,24.5,65.9,35.6,0.415,0.214,3,0,0,5.7,23.9,0.976071644868391,0.1200000000000001,28.671000000000003,0,0.8660254037844387,-0.4999999999999998,0.0,28.671000000000003,0.0
2019-04-07,Barpeta,0.0,5.03,30.4,58.9,35.0,0.431,0.238,4,0,0,5.7,23.9,0.7320537336512933,0.0,28.671000000000003,0,0.8660254037844387,-0.4999999999999998,0.0,28.671000000000003,0.0
2019-04-08,Barpeta,11.6,4.7,23.6,69.1,35.3,0.39,0.253,5,0,0,17.3,35.5,3.4490403002384697,-0.33000000000000007,81.31,0,0.8660254037844387,-0.4999999999999998,0.47154471544715443,81.31,0.0
2019-04-09,Barpeta,2.3,5.51,25.4,45.6,35.5,0.456,0.231,6,0,0,19.599999999999998,37.8,3.1617802251788527,0.8099999999999996,107.99599999999998,0,0.8660254037844387,-0.4999999999999998,0.08712121212121211,107.99599999999998,0.0
2019-04-10,Barpeta,0.0,5.4,25.2,56.5,35.0,0.457,0.216,7,0,0,19.599999999999998,37.8,2.3713351688841398,-0.10999999999999943,105.83999999999999,0,0.8660254037844387,-0.4999999999999998,0.0,105.83999999999999,0.0
2019-04-11,Barpeta,0.4,4.31,29.3,44.5,35.8,0.433,0.328,8,0,0,14.299999999999999,38.2,1.878501376663105,-1.0900000000000007,61.63299999999999,0,0.8660254037844387,-0.4999999999999998,0.013201320132013201,61.63299999999999,0.0
2019-04-12,Barpeta,0.0,5.0,28.5,60.9,35.1,0.359,0.315,9,0,0,14.299999999999997,35.6,1.4088760324973286,0.6900000000000004,71.49999999999999,0,0.8660254037844387,-0.4999999999999998,0.0,71.49999999999999,0.0
2019-04-13,Barpeta,0.0,5.12,30.3,40.5,34.7,0.225,0.3,10,0,0,14.299999999999997,35.6,1.0566570243729965,0.1200000000000001,73.216,0,0.8660254037844387,-0.4999999999999998,0.0,73.216,0.0
2019-04-14,Barpeta,0.0,5.23,25.2,56.6,34.9,0.46,0.374,11,0,0,14.299999999999997,35.0,0.7924927682797474,0.11000000000000032,74.78899999999999,0,0.8660254037844387,-0.4999999999999998,0.0,74.78899999999999,0.0
2019-04-15,Barpeta,0.0,5.12,31.0,59.5,35.0,0.328,0.389,12,0,0,2.6999999999999997,32.7,0.5943695762098105,-0.11000000000000032,13.823999999999998,0,0.8660254037844387,-0.4999999999999998,0.0,13.823999999999998,0.0
2019-04-16,Barpeta,0.0,5.39,28.6,53.1,35.6,0.387,0.288,13,0,0,0.4,32.7,0.44577718215735784,0.2699999999999996,2.156,0,0.8660254037844387,-0.4999999999999998,0.0,2.156,0.0
2019-04-17,Barpeta,1.3,4.78,21.6,55.7,35.5,0.444,0.26,14,0,0,1.7000000000000002,34.0,0.6593328866180184,-0.6099999999999994,8.126000000000001,0,0.8660254037844387,-0.4999999999999998,0.05752212389380531,8.126000000000001,0.0
2019-04-18,Barpeta,0.0,4.53,29.1,83.2,34.6,0.609,0.199,15,0,0,1.3,30.3,0.4944996649635138,-0.25,5.889,0,0.8660254037844387,-0.4999999999999998,0.0,5.889,0.0
2019-04-19,Barpeta,0.0,4.66,29.9,49.8,35.2,0.287,0.431,16,0,0,1.2999999999999998,30.3,0.3708747487226353,0.1299999999999999,6.057999999999999,0,0.8660254037844387,-0.4999999999999998,0.0,6.057999999999999,0.0
2019-04-20,Barpeta,0.0,4.92,29.9,63.2,34.0,0.409,0.243,17,0,0,1.2999999999999998,28.599999999999998,0.2781560615419765,0.2599999999999998,6.395999999999999,0,0.8660254037844387,-0.4999999999999998,0.0,6.395999999999999,0.0
2019-04-21,Barpeta,0.0,5.37,26.6,45.5,34.3,0.371,0.358,18,0,0,1.2999999999999998,28.599999999999998,0.20861704615648236,0.4500000000000002,6.980999999999999,0,0.8660254037844387,-0.4999999999999998,0.0,6.980999999999999,0.0
2019-04-22,Barpeta,0.0,5.34,27.9,54.1,35.4,0.316,0.462,19,0,0,1.2999999999999998,28.599999999999998,0.15646278461736177,-0.03000000000000025,6.941999999999999,0,0.8660254037844387,-0.4999999999999998,0.0,6.941999999999999,0.0
2019-04-23,Barpeta,0.0,5.59,29.6,71.2,35.2,0.507,0.195,20,0,0,1.2999999999999998,28.599999999999998,0.11734708846302133,0.25,7.266999999999999,0,0.8660254037844387,-0.4999999999999998,0.0,7.266999999999999,0.0
2019-04-24,Barpeta,0.0,5.18,27.0,31.7,34.7,0.528,0.289,21,0,0,0.0,28.599999999999998,0.088010316347266,-0.41000000000000014,0.0,0,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0
2019-04-25,Barpeta,0.0,5.27,23.5,51.9,35.9,0.28,0.506,22,0,0,0.0,28.599999999999998,0.0660077372604495,0.08999999999999986,0.0,0,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0
2019-04-26,Barpeta,0.0,5.53,28.8,50.6,34.8,0.409,0.248,23,0,0,0.0,28.599999999999998,0.04950580294533713,0.2600000000000007,0.0,0,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0
2019-04-27,Barpeta,0.0,5.03,27.4,57.9,35.5,0.317,0.346,24,0,0,0.0,25.4,0.03712935220900285,-0.5,0.0,0,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0
2019-04-28,Barpeta,0.0,5.15,23.3,48.0,34.8,0.276,0.084,25,0,0,0.0,21.3,0.027847014156752135,0.1200000000000001,0.0,0,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0
2019-04-29,Barpeta,0.0,5.21,30.9,55.5,35.1,0.397,0.174,26,0,0,0.0,21.3,0.0208852606175641,0.05999999999999961,0.0,0,0.8660254037844387,-0.4999999999999998,0.0,0.0,0.0
