date,district,rainfall_mm,river_level_m,temperature_c,humidity_pct,elevation_m,ndvi,soil_moisture,days_since_last_flood,flood_occurred,flood_severity
2019-01-05,Guwahati,0.1,4.85,14.3,57.1,54.0,0.267,0.316,185,0,0
2019-01-05,Jorhat,0.0,4.15,14.9,47.9,85.3,0.396,0.287,185,0,0
2019-01-05,Lakhimpur,0.0,3.95,12.9,54.6,101.6,0.37,0.348,185,0,0
2019-01-05,Nagaon,0.0,4.08,23.1,38.2,60.5,0.359,0.263,185,0,0
2019-01-05,Silchar,2.8,5.54,14.6,51.0,22.2,0.47,0.262,185,0,0
2019-01-05,Sivasagar,0.0,4.09,20.2,51.6,95.1,0.368,0.3,2,0,0
2019-01-05,Tezpur,0.0,4.7,17.0,39.8,48.3,0.253,0.26,185,0,0
2019-01-06,Barpeta,7.4,5.33,20.7,44.4,35.6,0.483,0.365,186,0,0
2019-01-06,Dhubri,0.0,5.62,20.4,73.5,28.2,0.63,0.315,186,0,0
2019-01-06,Dibrugarh,7.3,5.11,19.0,64.7,108.7,0.449,0.245,0,1,2
2019-01-06,Guwahati,4.9,4.74,20.6,44.9,54.2,0.477,0.267,186,0,0
2019-01-06,Jorhat,0.0,3.55,17.2,30.1,85.7,0.486,0.336,186,0,0
2019-01-06,Lakhimpur,0.0,4.77,18.0,50.0,101.3,0.409,0.39,186,0,0
2019-01-06,Nagaon,0.0,4.6,23.2,44.3,59.9,0.485,0.163,186,0,0
2019-01-06,Silchar,1.0,5.22,16.9,25.6,21.7,0.44,0.237,186,0,0
2019-01-06,Sivasagar,2.7,3.6,16.2,59.4,94.1,0.402,0.222,3,0,0
2019-01-06,Tezpur,1.1,4.55,21.1,48.8,48.5,0.325,0.289,186,0,0
2019-01-07,Barpeta,2.5,5.55,18.2,41.5,35.0,0.182,0.34,187,0,0
2019-01-07,Dhubri,0.0,4.92,13.6,41.3,28.3,0.358,0.33,187,0,0
2019-01-07,Dibrugarh,0.0,4.28,21.9,50.2,108.0,,0.272,1,0,0
2019-01-07,Guwahati,0.0,4.7,16.8,48.2,55.3,0.503,0.375,187,0,0
2019-01-07,Jorhat,0.0,4.1,16.2,55.3,85.5,0.448,0.302,187,0,0
2019-01-07,Lakhimpur,0.0,3.82,22.8,51.3,101.5,0.385,0.292,187,0,0
2019-01-07,Nagaon,0.8,4.43,16.6,48.0,61.4,0.499,0.26,187,0,0
2019-01-07,Silchar,0.0,5.13,23.8,53.7,22.6,0.364,0.281,187,0,0
2019-01-07,Sivasagar,0.0,3.94,19.8,63.2,94.5,0.48,0.317,4,0,0
2019-01-07,Tezpur,0.0,5.08,18.4,55.8,48.0,0.612,0.253,187,0,0
2019-01-08,Barpeta,0.0,5.05,9.8,50.4,36.2,0.628,0.327,188,0,0
2019-01-08,Dhubri,1.5,5.42,15.3,41.9,28.7,0.532,0.369,188,0,0
2019-01-08,Dibrugarh,0.0,4.86,9.9,42.3,109.2,0.498,0.324,2,0,0
2019-01-08,Guwahati,0.0,4.15,21.3,53.2,54.8,0.518,0.228,188,0,0
2019-01-08,Jorhat,0.0,4.21,16.4,64.0,86.8,0.433,0.308,188,0,0
2019-01-08,Lakhimpur,0.1,4.29,18.1,47.4,101.7,0.353,0.225,188,0,0
2019-01-08,Nagaon,0.0,4.12,16.4,44.2,59.7,0.364,0.282,188,0,0
2019-01-08,Silchar,0.0,5.08,16.3,45.4,21.1,0.555,0.279,188,0,0
2019-01-08,Sivasagar,0.5,4.27,17.3,71.2,95.5,0.527,0.345,5,0,0
2019-01-08,Tezpur,0.0,5.58,18.7,50.2,48.9,0.369,0.266,188,0,0
2019-01-09,Barpeta,0.0,5.43,17.7,51.3,34.7,0.455,0.405,189,0,0
2019-01-09,Dhubri,0.0,5.62,23.4,55.8,27.9,0.332,0.372,189,0,0
2019-01-09,Dibrugarh,0.0,4.22,15.7,58.4,108.7,0.509,0.239,3,0,0
2019-01-09,Guwahati,0.0,4.71,16.1,,55.8,0.396,0.425,189,0,0
2019-01-09,Jorhat,0.0,4.27,15.6,45.8,86.3,0.385,0.318,189,0,0
2019-01-09,Lakhimpur,0.0,4.33,20.1,63.1,102.1,0.398,0.491,189,0,0
2019-01-09,Nagaon,0.0,4.54,12.1,46.1,59.9,0.38,0.434,189,0,0
2019-01-09,Silchar,1.1,5.34,15.6,51.6,22.1,0.45,0.325,189,0,0
2019-01-09,Sivasagar,0.0,3.43,15.8,49.9,95.3,0.253,0.255,6,0,0
2019-01-09,Tezpur,0.0,5.22,19.6,72.0,49.2,0.585,0.262,189,0,0
2019-01-10,Barpeta,0.0,5.07,18.3,48.0,35.3,0.497,0.145,190,0,0
2019-01-10,Dhubri,0.0,5.12,17.8,55.1,27.4,0.428,0.358,190,0,0
2019-01-10,Dibrugarh,0.0,4.03,21.9,41.5,108.3,0.298,0.21,4,0,0
2019-01-10,Guwahati,0.0,4.17,21.1,64.0,55.0,0.347,0.18,190,0,0
2019-01-10,Jorhat,0.0,4.3,19.2,60.6,85.5,0.28,0.304,190,0,0
2019-01-10,Lakhimpur,4.5,3.94,21.0,30.9,103.1,0.29,0.399,190,0,0
2019-01-10,Nagaon,0.0,4.84,15.6,62.3,59.4,0.527,0.315,190,0,0
2019-01-10,Silchar,4.0,5.23,12.9,70.8,21.4,0.549,0.284,190,0,0
2019-01-10,Sivasagar,0.0,3.68,19.6,48.1,95.3,0.285,0.316,7,0,0
2019-01-10,Tezpur,0.0,5.44,14.8,59.5,46.8,0.473,0.34,190,0,0
2019-01-11,Barpeta,0.0,5.27,19.6,49.9,36.3,0.424,0.248,191,0,0
2019-01-11,Dhubri,0.0,5.49,16.0,50.0,28.4,0.601,0.435,191,0,0
2019-01-11,Dibrugarh,0.0,4.2,18.3,41.6,108.6,0.51,0.329,5,0,0
2019-01-11,Guwahati,0.0,4.36,16.5,64.2,55.2,0.347,0.341,191,0,0
2019-01-11,Jorhat,3.7,4.75,16.7,76.9,86.3,0.569,0.386,191,0,0
2019-01-11,Lakhimpur,0.0,4.08,14.2,55.9,102.0,0.458,0.312,191,0,0
2019-01-11,Nagaon,0.0,4.65,21.2,42.4,60.3,0.259,0.26,191,0,0
2019-01-11,Silchar,4.8,5.31,19.7,56.7,21.7,0.282,0.343,191,0,0
2019-01-11,Sivasagar,0.1,3.55,17.8,45.6,94.2,0.454,0.336,8,0,0
2019-01-11,Tezpur,0.0,5.1,21.8,62.6,47.4,0.239,0.281,191,0,0
2019-01-12,Barpeta,0.0,5.63,15.5,73.7,35.5,0.487,0.086,192,0,0
2019-01-12,Dhubri,0.0,5.71,15.7,43.0,28.5,0.446,0.327,192,0,0
2019-01-12,Dibrugarh,0.0,4.57,14.5,70.2,108.2,0.386,0.222,6,0,0
2019-01-12,Guwahati,2.5,4.54,20.0,52.4,54.8,0.527,0.282,192,0,0
2019-01-12,Jorhat,0.0,4.55,17.1,44.4,85.8,0.32,0.245,192,0,0
2019-01-12,Lakhimpur,11.0,4.43,17.3,53.2,100.9,0.362,0.384,192,0,0
2019-01-12,Nagaon,0.0,4.39,15.5,74.0,60.0,0.434,0.3,192,0,0
2019-01-12,Silchar,0.0,5.06,18.0,48.9,22.3,0.462,0.114,192,0,0
2019-01-12,Sivasagar,0.0,4.25,17.8,61.5,94.7,0.364,0.342,9,0,0
2019-01-12,Tezpur,2.5,5.39,14.6,49.6,48.5,0.361,0.38,192,0,0
2019-01-13,Barpeta,7.4,5.14,14.8,43.2,34.6,0.474,0.182,193,0,0
2019-01-13,Dhubri,6.1,5.76,16.5,50.9,27.8,0.433,0.267,193,0,0
2019-01-13,Dibrugarh,0.0,4.21,17.2,49.7,107.5,0.547,0.305,7,0,0
2019-01-13,Guwahati,0.0,4.18,16.7,51.6,54.6,0.384,0.332,193,0,0
2019-01-13,Jorhat,2.0,4.41,17.4,55.2,86.6,0.423,0.424,193,0,0
2019-01-13,Lakhimpur,7.0,4.4,16.5,57.1,101.3,0.405,0.148,193,0,0
2019-01-13,Nagaon,0.0,,18.7,30.2,60.8,0.354,0.25,193,0,0
2019-01-13,Silchar,0.0,5.33,15.4,35.6,21.5,0.329,0.344,193,0,0
2019-01-13,Sivasagar,1.9,3.94,12.5,43.8,95.8,0.463,0.238,10,0,0
2019-01-13,Tezpur,0.0,5.06,11.9,56.8,47.1,0.292,0.367,193,0,0
2019-01-14,Barpeta,0.0,5.53,19.6,71.3,34.4,0.409,0.311,194,0,0
2019-01-14,Dhubri,,5.53,18.0,44.7,27.7,0.58,0.347,194,0,0
2019-01-14,Dibrugarh,0.0,4.85,20.5,42.9,107.8,0.505,0.196,8,0,0
2019-01-14,Guwahati,0.0,,13.0,44.3,54.5,0.41,0.265,194,0,0
2019-01-14,Jorhat,1.4,4.16,16.2,41.2,85.2,0.246,,194,0,0
2019-01-14,Lakhimpur,0.0,4.17,11.7,48.1,102.6,0.273,0.233,0,1,1
2019-01-14,Nagaon,0.0,4.29,15.9,41.6,58.9,0.304,0.333,194,0,0
2019-01-14,Silchar,0.0,4.88,18.1,58.4,22.4,0.369,0.231,194,0,0
2019-01-14,Sivasagar,6.9,4.23,19.9,55.7,95.0,0.486,0.449,11,0,0
2019-01-14,Tezpur,0.0,4.72,10.7,53.4,47.3,0.388,0.295,194,0,0
2019-01-15,Barpeta,0.0,4.64,21.9,41.7,34.6,0.495,0.131,195,0,0
2019-01-15,Dhubri,0.0,6.18,16.0,35.2,28.0,0.387,0.252,195,0,0
2019-01-15,Dibrugarh,0.0,4.33,18.7,64.2,107.1,0.31,0.373,9,0,0
2019-01-15,Guwahati,0.0,4.54,18.9,54.7,54.4,0.514,0.36,195,0,0
2019-01-15,Jorhat,0.0,4.13,15.2,65.3,85.4,0.331,0.154,195,0,0
2019-01-15,Lakhimpur,0.0,4.15,21.5,54.6,100.4,0.401,0.32,1,0,0
2019-01-15,Nagaon,0.0,4.57,17.4,56.0,59.7,0.459,0.325,195,0,0
2019-01-15,Silchar,0.0,4.75,18.4,56.7,22.0,0.584,0.332,195,0,0
2019-01-15,Sivasagar,0.9,4.11,23.0,62.8,95.8,0.278,0.211,12,0,0
2019-01-15,Tezpur,0.0,5.08,13.9,41.8,47.3,0.479,0.328,195,0,0
2019-01-16,Barpeta,5.3,5.61,18.7,62.7,35.4,0.466,0.48,196,0,0
2019-01-16,Dhubri,0.0,6.25,16.6,53.7,28.2,0.38,0.338,196,0,0
2019-01-16,Dibrugarh,0.0,4.68,21.2,57.8,108.1,0.307,0.407,10,0,0
2019-01-16,Guwahati,0.0,5.02,22.2,46.2,55.0,0.351,0.374,196,0,0
2019-01-16,Jorhat,0.0,4.11,16.7,58.4,86.2,0.323,0.334,196,0,0
2019-01-16,Lakhimpur,0.8,3.91,17.8,74.3,101.3,0.463,0.304,2,0,0
2019-01-16,Nagaon,3.7,4.89,18.7,72.8,59.8,0.545,0.364,196,0,0
2019-01-16,Silchar,0.8,4.96,19.4,62.7,21.4,0.639,0.336,0,1,1
2019-01-16,Sivasagar,5.4,3.94,21.3,72.3,94.3,0.419,0.286,13,0,0
2019-01-16,Tezpur,1.7,4.18,19.6,40.1,48.5,0.3,0.332,196,0,0
2019-01-17,Barpeta,0.0,4.89,16.3,42.9,34.7,0.476,0.322,197,0,0
2019-01-17,Dhubri,3.1,5.62,20.6,68.4,27.8,0.36,0.258,197,0,0
2019-01-17,Dibrugarh,0.0,4.59,17.3,78.2,108.1,0.54,0.266,11,0,0
2019-01-17,Guwahati,0.0,4.13,18.2,44.4,55.2,0.308,0.424,197,0,0
2019-01-17,Jorhat,0.0,4.01,19.7,60.3,85.8,0.494,0.269,197,0,0
2019-01-17,Lakhimpur,1.6,4.18,22.2,50.2,101.8,0.289,0.201,3,0,0
2019-01-17,Nagaon,0.0,4.36,16.1,44.7,60.0,0.243,0.345,197,0,0
2019-01-17,Silchar,4.1,4.85,16.7,47.2,21.2,0.278,0.449,1,0,0
2019-01-17,Sivasagar,0.0,3.46,20.2,70.0,95.0,0.411,0.279,14,0,0
2019-01-17,Tezpur,0.0,4.88,15.0,56.0,47.5,0.417,0.195,197,0,0
2019-01-18,Barpeta,0.0,5.46,13.4,62.0,35.7,0.402,0.251,198,0,0
2019-01-18,Dhubri,0.0,5.26,20.8,48.0,28.8,0.425,0.433,198,0,0
2019-01-18,Dibrugarh,0.0,4.34,23.6,58.0,108.9,0.393,0.211,12,0,0
2019-01-18,Guwahati,0.0,4.49,19.7,65.4,55.3,0.536,0.503,198,0,0
2019-01-18,Jorhat,0.0,4.94,20.9,43.3,85.6,0.628,0.283,198,0,0
2019-01-18,Lakhimpur,0.0,4.11,16.7,63.0,102.9,0.287,0.414,4,0,0
2019-01-18,Nagaon,0.0,5.07,18.8,37.8,60.4,0.239,0.347,198,0,0
2019-01-18,Silchar,0.0,5.03,13.1,59.3,22.2,0.365,0.338,2,0,0
2019-01-18,Sivasagar,1.2,3.81,17.2,60.4,95.1,0.366,0.451,15,0,0
2019-01-18,Tezpur,0.1,4.85,17.6,44.2,47.8,0.403,0.222,198,0,0
2019-01-19,Barpeta,6.1,5.78,16.8,50.1,35.2,0.424,0.305,199,0,0
2019-01-19,Dhubri,0.0,5.7,21.9,50.4,27.8,0.284,0.279,199,0,0
2019-01-19,Dibrugarh,0.0,4.78,13.1,46.2,107.9,0.347,0.342,13,0,0
2019-01-19,Guwahati,0.3,4.68,20.3,42.6,54.3,0.452,0.324,199,0,0
2019-01-19,Jorhat,0.0,3.85,20.3,60.8,85.1,0.368,0.289,199,0,0
2019-01-19,Lakhimpur,0.0,4.02,16.1,55.8,102.6,0.327,0.339,5,0,0
2019-01-19,Nagaon,0.0,3.88,16.4,44.6,60.0,0.49,0.287,199,0,0
2019-01-19,Silchar,0.0,5.23,15.4,53.4,22.7,0.558,0.273,3,0,0
2019-01-19,Sivasagar,0.0,4.5,12.5,37.3,95.3,0.42,0.185,16,0,0
2019-01-19,Tezpur,0.0,4.55,19.8,55.3,48.5,0.377,0.399,199,0,0
2019-01-20,Barpeta,0.0,5.36,20.2,64.2,34.6,0.471,0.35,200,0,0
2019-01-20,Dhubri,0.0,5.34,17.2,65.7,27.9,0.298,0.309,200,0,0
2019-01-20,Dibrugarh,3.6,4.41,16.1,68.1,108.3,0.351,0.339,14,0,0
2019-01-20,Guwahati,0.0,4.67,20.5,56.7,54.4,0.505,0.406,200,0,0
2019-01-20,Jorhat,0.0,4.06,18.0,46.0,86.3,0.363,0.233,200,0,0
2019-01-20,Lakhimpur,0.0,3.96,18.6,60.3,102.3,0.424,0.296,6,0,0
2019-01-20,Nagaon,2.7,4.41,19.3,63.6,60.4,0.176,0.415,200,0,0
2019-01-20,Silchar,0.0,4.97,19.9,55.8,22.3,0.507,0.376,4,0,0
2019-01-20,Sivasagar,0.0,4.23,15.1,57.3,96.0,0.394,0.409,17,0,0
2019-01-20,Tezpur,0.0,5.22,18.7,57.7,48.2,0.311,0.239,200,0,0
2019-01-21,Barpeta,0.0,5.43,21.3,42.3,35.0,0.451,0.214,201,0,0
2019-01-21,Dhubri,0.0,5.84,16.4,55.8,27.5,0.365,0.391,201,0,0
2019-01-21,Dibrugarh,0.5,4.55,12.7,42.1,108.2,0.337,0.275,0,1,1
2019-01-21,Guwahati,0.0,4.95,15.5,64.6,55.2,0.482,0.452,201,0,0
2019-01-21,Jorhat,0.0,4.58,,45.7,86.2,0.299,0.321,201,0,0
2019-01-21,Lakhimpur,0.0,4.08,12.8,31.3,102.0,0.504,0.229,7,0,0
2019-01-21,Nagaon,0.0,4.09,15.4,60.3,59.5,0.41,0.276,201,0,0
2019-01-21,Silchar,5.7,5.51,16.8,59.7,22.7,0.284,0.166,5,0,0
2019-01-21,Sivasagar,1.6,4.28,18.1,63.5,95.2,0.504,0.174,18,0,0
2019-01-21,Tezpur,0.0,4.83,20.4,40.2,48.2,0.339,0.199,201,0,0
2019-01-22,Barpeta,0.2,5.62,12.7,50.5,35.6,0.435,0.434,202,0,0
2019-01-22,Dhubri,0.0,5.24,13.7,52.7,27.7,0.384,0.345,202,0,0
2019-01-22,Dibrugarh,2.1,4.7,15.7,41.6,108.0,0.251,0.248,1,0,0
2019-01-22,Guwahati,0.0,4.86,17.3,67.1,55.3,0.673,0.308,202,0,0
2019-01-22,Jorhat,0.0,4.3,20.6,57.5,86.2,0.24,0.294,202,0,0
2019-01-22,Lakhimpur,3.8,4.18,20.9,59.8,101.8,0.203,0.258,8,0,0
2019-01-22,Nagaon,0.0,4.43,16.9,63.6,60.5,0.341,0.43,202,0,0
2019-01-22,Silchar,1.9,5.55,14.5,51.4,21.0,0.413,0.287,6,0,0
2019-01-22,Sivasagar,0.0,3.84,17.3,66.0,94.7,0.524,0.282,19,0,0
2019-01-22,Tezpur,0.0,4.76,24.1,64.3,48.2,0.453,0.136,202,0,0
2019-01-23,Barpeta,5.1,5.17,16.8,64.9,34.4,0.441,0.288,203,0,0
2019-01-23,Dhubri,0.0,5.11,14.6,45.4,28.1,0.478,0.345,203,0,0
2019-01-23,Dibrugarh,0.0,4.11,21.6,53.0,107.1,0.475,0.278,2,0,0
2019-01-23,Guwahati,0.7,4.29,19.4,52.8,55.4,0.447,0.296,203,0,0
2019-01-23,Jorhat,0.0,4.16,16.6,79.0,85.9,0.435,0.344,203,0,0
2019-01-23,Lakhimpur,0.0,3.58,12.6,50.8,101.6,0.538,0.235,9,0,0
2019-01-23,Nagaon,0.0,4.36,16.8,63.4,59.9,0.442,0.195,203,0,0
2019-01-23,Silchar,0.0,5.08,20.3,56.7,22.3,0.333,0.308,7,0,0
2019-01-23,Sivasagar,0.0,3.65,18.0,56.3,95.4,0.354,0.249,20,0,0
2019-01-23,Tezpur,1.5,4.84,18.2,44.4,48.6,0.357,0.283,203,0,0
2019-01-24,Barpeta,0.0,5.59,13.8,46.7,35.3,0.397,0.256,204,0,0
2019-01-24,Dhubri,0.0,5.65,19.1,49.6,27.9,0.336,0.321,204,0,0
2019-01-24,Dibrugarh,0.0,4.46,22.1,58.8,108.1,0.339,0.109,3,0,0
2019-01-24,Guwahati,0.0,4.91,17.0,45.7,54.7,0.471,0.307,204,0,0
2019-01-24,Jorhat,0.0,4.11,16.8,55.4,85.0,0.245,0.328,204,0,0
2019-01-24,Lakhimpur,0.0,4.35,12.5,53.1,102.0,0.288,0.181,10,0,0
2019-01-24,Nagaon,0.0,4.54,17.6,53.7,59.7,0.356,0.268,204,0,0
2019-01-24,Silchar,10.3,4.87,19.5,52.2,21.3,0.458,0.395,8,0,0
2019-01-24,Sivasagar,0.4,3.9,16.6,39.6,95.6,0.423,0.254,21,0,0
2019-01-24,Tezpur,0.0,4.46,22.0,54.0,47.9,0.233,0.199,204,0,0
2019-01-25,Barpeta,0.0,5.78,20.6,44.3,35.4,0.329,0.232,205,0,0
2019-01-25,Dhubri,0.0,5.8,17.8,39.0,27.4,0.435,0.305,205,0,0
2019-01-25,Dibrugarh,0.0,4.37,22.8,50.9,108.5,0.389,0.451,4,0,0
2019-01-25,Guwahati,0.0,4.62,14.6,58.6,55.3,0.508,0.384,205,0,0
2019-01-25,Jorhat,0.0,3.67,15.8,60.7,86.4,0.389,0.31,205,0,0
2019-01-25,Lakhimpur,0.0,4.3,16.2,65.7,102.0,0.48,0.256,11,0,0
2019-01-25,Nagaon,7.1,4.84,13.4,49.7,59.9,0.313,0.345,205,0,0
2019-01-25,Silchar,0.0,5.03,20.4,50.8,22.9,0.318,0.349,9,0,0
2019-01-25,Sivasagar,0.5,3.86,23.2,48.5,95.4,0.456,0.204,22,0,0
2019-01-25,Tezpur,0.0,4.75,18.8,61.6,47.0,0.339,0.264,0,1,3
2019-01-26,Barpeta,0.0,5.03,17.4,72.9,34.4,0.499,0.132,206,0,0
2019-01-26,Dhubri,0.0,5.43,21.7,33.3,27.5,0.276,0.304,206,0,0
2019-01-26,Dibrugarh,0.0,4.45,17.8,49.8,107.1,0.32,0.386,5,0,0
2019-01-26,Guwahati,1.1,4.71,18.8,55.2,55.4,0.544,0.303,206,0,0
2019-01-26,Jorhat,0.0,4.24,18.1,58.8,85.9,0.336,0.223,206,0,0
2019-01-26,Lakhimpur,0.0,4.07,19.7,83.2,101.8,0.353,0.426,12,0,0
2019-01-26,Nagaon,0.0,4.64,13.2,59.7,58.9,0.447,0.203,206,0,0
2019-01-26,Silchar,0.0,5.37,25.0,81.1,21.9,0.364,0.221,10,0,0
2019-01-26,Sivasagar,0.0,3.82,20.5,60.5,94.7,0.446,0.289,23,0,0
2019-01-26,Tezpur,5.1,4.75,18.1,52.3,47.5,0.405,0.139,1,0,0
2019-01-27,Barpeta,0.0,5.63,25.7,48.3,35.4,0.331,0.26,207,0,0
2019-01-27,Dhubri,0.0,5.46,19.6,46.2,28.6,0.463,0.516,207,0,0
2019-01-27,Dibrugarh,0.0,4.33,19.9,57.5,107.8,0.311,0.254,6,0,0
2019-01-27,Guwahati,4.0,4.57,20.3,47.3,54.9,0.351,0.315,207,0,0
2019-01-27,Jorhat,0.0,4.12,19.0,50.5,86.1,0.322,0.472,207,0,0
2019-01-27,Lakhimpur,0.0,4.75,14.6,47.7,102.4,0.412,0.282,13,0,0
2019-01-27,Nagaon,0.0,3.76,16.0,48.9,59.3,0.575,0.242,207,0,0
2019-01-27,Silchar,0.0,5.23,17.3,46.9,21.8,0.511,0.282,11,0,0
2019-01-27,Sivasagar,0.0,3.92,16.1,43.8,94.3,0.423,0.157,24,0,0
2019-01-27,Tezpur,0.0,5.3,17.4,65.1,48.1,0.321,0.36,2,0,0
2019-01-28,Barpeta,0.0,5.5,17.6,37.5,34.8,0.532,0.243,208,0,0
2019-01-28,Dhubri,0.0,5.36,8.4,47.5,28.3,0.238,0.456,208,0,0
2019-01-28,Dibrugarh,0.0,4.55,24.7,51.2,107.9,0.518,0.331,7,0,0
2019-01-28,Guwahati,0.0,4.48,18.2,46.1,54.8,0.556,0.31,208,0,0
2019-01-28,Jorhat,0.0,3.88,15.5,40.2,85.5,0.41,0.243,208,0,0
2019-01-28,Lakhimpur,0.0,3.97,20.7,42.0,102.3,0.568,0.259,14,0,0
2019-01-28,Nagaon,0.0,4.65,19.3,45.2,61.1,0.383,0.305,208,0,0
2019-01-28,Silchar,0.0,4.66,19.1,52.6,21.4,0.277,0.201,12,0,0
2019-01-28,Sivasagar,0.0,3.66,16.9,50.1,94.4,0.372,0.247,25,0,0
2019-01-28,Tezpur,6.9,4.31,17.3,49.0,47.7,0.274,0.402,3,0,0
2019-01-29,Barpeta,0.0,5.4,14.1,64.7,34.2,0.48,0.278,209,0,0
2019-01-29,Dhubri,2.3,5.44,15.5,40.2,28.2,0.479,0.37,209,0,0
2019-01-29,Dibrugarh,0.0,5.05,20.4,56.8,107.7,0.323,0.346,8,0,0
2019-01-29,Guwahati,0.0,4.61,16.0,76.4,55.3,0.197,0.315,209,0,0
2019-01-29,Jorhat,0.0,4.39,14.2,34.0,86.0,0.455,0.363,209,0,0
2019-01-29,Lakhimpur,0.0,4.02,16.4,33.8,102.0,0.478,0.233,15,0,0
2019-01-29,Nagaon,0.0,4.24,16.3,63.1,59.6,0.543,0.237,209,0,0
2019-01-29,Silchar,1.4,5.16,14.0,52.1,22.8,0.414,0.282,13,0,0
2019-01-29,Sivasagar,3.1,3.89,14.8,62.5,94.3,0.471,0.455,26,0,0
2019-01-29,Tezpur,1.2,4.29,18.3,61.4,48.4,0.593,0.276,4,0,0
2019-01-30,Barpeta,0.0,5.93,17.3,70.8,35.5,0.529,0.306,0,1,3
2019-01-30,Dhubri,0.0,5.13,19.6,42.8,27.5,0.29,0.318,210,0,0
